1600242,Zakyy610,Shooting Guard,Kings Guard Gaming,Regular,16,384,43,68,0.632,20,37,0.541,1,2,0.5,3,8,11,13,48,29,5,4,107,16,0.779,0.777,13.2506172
1600232,Bulleyy,Shooting Guard,Celtics Crossover Gaming,Regular,15,363,53,115,0.461,34,71,0.479,4,6,0.667,4,25,29,13,29,24,26,9,144,15,0.609,0.612,13.0922645
1600087,ToXsiK,Shooting Guard,Traded,Regular,14,336,40,73,0.548,10,33,0.303,11,11,1,11,10,21,12,50,26,13,2,101,13,0.616,0.649,12.1744643
1600066,Demon JT,Point Guard,Wizards District Gaming,Regular,16,384,45,117,0.385,25,67,0.373,18,20,0.9,4,27,31,80,16,15,49,2,133,26,0.491,0.529,11.5633594
1600029,UniversaIPhenom,Small Forward,Grizz Gaming,Regular,7,168,18,38,0.474,4,14,0.286,3,4,0.75,6,25,31,4,9,10,8,4,43,24,0.526,0.541,11.5569226
1600044,UCMANNY,Power Forward,Magic Gaming,Regular,16,384,41,78,0.526,18,41,0.439,7,7,1,8,6,14,18,33,24,12,0,107,28,0.641,0.66,11.5567474
1600248,MrStylez,Point Guard,Traded,Regular,15,360,59,139,0.424,24,62,0.387,4,7,0.571,3,9,12,78,39,19,52,5,146,18,0.511,0.514,11.1251861
1600212,chaddynick,Point Guard,Bucks Gaming,Regular,16,390,40,73,0.548,26,52,0.5,4,6,0.667,4,13,17,25,42,23,30,1,110,21,0.726,0.727,9.72176667
1600223,SlayIsland,Power Forward,Bucks Gaming,Regular,16,390,39,72,0.542,11,22,0.5,14,14,1,6,20,26,44,28,21,42,0,103,13,0.618,0.659,9.55060513
1600210,Chiquita,Point Guard,Warriors Gaming Squad,Regular,4,96,7,19,0.368,6,14,0.429,0,0,0,5,11,16,1,3,4,3,2,20,9,0.526,0.526,9.52907292
1600096,YEYNotGaming,Shooting Guard,Knicks Gaming,Regular,8,192,15,29,0.517,7,18,0.389,3,4,0.75,3,2,5,9,21,8,5,3,40,13,0.638,0.65,8.33550521
1600006,Kontrul,Point Guard,Lakers Gaming,Regular,15,363,43,105,0.41,11,44,0.25,18,22,0.818,4,16,20,42,30,17,43,2,115,25,0.462,0.501,7.18145179
1600207,oCASSIUS,Small Forward,76ers GC,Regular,1,24,13,24,0.542,10,20,0.5,0,0,0,3,7,10,4,0,2,3,0,36,36,0.75,0.75,0
1600055,GRANT MONSTER,Shooting Guard,Mavs Gaming,Regular,2,48,5,5,1,3,3,1,0,0,0,3,10,13,0,1,2,4,2,13,17,1.3,1.3,0
1600237,Suavy,Center,Celtics Crossover Gaming,Regular,2,48,5,9,0.556,3,7,0.429,0,0,0,1,4,5,1,5,5,3,2,13,8,0.722,0.722,0
1600238,Roman,Power Forward,Kings Guard Gaming,Regular,2,48,5,13,0.385,5,11,0.455,0,0,0,2,6,8,0,0,0,0,2,15,9,0.577,0.577,0
1600233,iiTzChas,Small Forward,NetsGC,Regular,2,48,7,14,0.5,4,10,0.4,0,0,0,1,1,2,1,3,1,2,0,18,12,0.643,0.643,0
1600032,NachoTraynor,Power Forward,T-Wolves Gaming,Regular,2,48,5,10,0.5,1,3,0.333,2,3,0.667,1,5,6,2,3,1,1,0,13,17,0.55,0.574,0
1600244,ChaChingSingh,Power Forward,Heat Check Gaming,Regular,3,72,17,28,0.607,8,18,0.444,0,0,0,3,1,4,4,8,11,2,2,42,20,0.75,0.75,0
1600018,TuckerLocksUp,Center,Magic Gaming,Regular,3,72,10,20,0.5,3,9,0.333,1,2,0.5,6,5,11,0,6,4,7,3,24,33,0.575,0.575,0
